Quantity,UnitPrice,ItemsInCart,TotalPrice,OrderMonth,OrderDayOfWeek,OrderYear,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponCode_NoCoupon,CouponCode_SAVE10,CouponCode_WINTER15,RevenuePerItem,CartConversionRatio,IsHighValueOrder,IsWeekendOrder
5,374.58,10,1872.9,5,5,2023,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,374.58000000000004,0.5,1,1
5,408.56,8,2042.8,7,5,2023,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,408.56,0.625,1,1
2,183.67,3,367.34,4,6,2024,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,183.67,0.6666666666666666,0,1
4,606.57,5,2426.28,6,4,2023,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,606.57,0.8,1,0
4,589.57,8,2358.28,6,3,2024,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,589.57,0.5,1,0
5,659.85,9,3299.25,6,5,2024,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,659.85,0.5555555555555556,1,1
4,206.84,5,827.36,6,1,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,206.84,0.8,1,0
5,113.87,6,569.35,5,4,2024,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,113.87,0.8333333333333334,0,0
5,628.74,9,3143.7,11,4,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,628.74,0.5555555555555556,1,0
1,678.38,4,678.38,2,4,2025,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,678.38,0.25,0,0
3,602.24,8,1806.72,2,4,2023,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,602.24,0.375,1,0
5,658.77,10,3293.85,4,3,2024,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,658.77,0.5,1,0
3,271.02,6,813.06,5,0,2023,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,271.02,0.5,0,0
5,375.25,9,1876.25,12,6,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,375.25,0.5555555555555556,1,1
1,312.11,4,312.11,5,5,2025,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,312.11,0.25,0,1
5,307.76,9,1538.8,1,3,2023,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,307.76,0.5555555555555556,1,0
3,483.53,4,1450.59,2,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,483.53,0.75,1,0
3,341.15,4,1023.45,1,0,2023,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,341.15000000000003,0.75,1,0
1,571.9,1,571.9,9,0,2024,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,571.9,1,0,0
4,95.03,8,380.12,1,3,2025,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,95.03,0.5,0,0
5,201.22,6,1006.1,8,3,2023,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,201.22,0.8333333333333334,1,0
1,260.26,5,260.26,7,0,2024,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,260.26,0.2,0,0
5,64.5,8,322.5,2,3,2024,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,64.5,0.625,0,0
3,297.67,6,893.01,9,5,2024,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,297.67,0.5,1,1
4,331.9,5,1327.6,4,5,2024,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,331.9,0.8,1,1
1,191.76,1,191.76,6,2,2023,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,191.76,1,0,0
4,263.09,8,1052.36,1,3,2025,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,263.09,0.5,1,0
4,393.8,7,1575.2,1,4,2023,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,393.8,0.5714285714285714,1,0
3,553.57,4,1660.71,11,6,2024,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,553.57,0.75,1,1
5,191.63,6,958.15,10,1,2023,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,191.63,0.8333333333333334,1,0
1,93.02,4,93.02,4,4,2023,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,93.02,0.25,0,0
2,39.53,3,79.06,6,3,2024,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,39.53,0.6666666666666666,0,0
3,633.97,7,1901.91,12,3,2023,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,633.97,0.42857142857142855,1,0
4,697.5,7,2790,12,6,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,697.5,0.5714285714285714,1,1
5,508.69,10,2543.45,7,4,2023,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,508.68999999999994,0.5,1,0
2,527.46,3,1054.92,1,3,2025,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,527.46,0.6666666666666666,1,0
1,627.2,1,627.2,2,2,2024,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,627.2,1,0,0
1,75.01,3,75.01,7,6,2024,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,75.01,0.3333333333333333,0,1
5,529.55,10,2647.75,7,2,2023,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,529.55,0.5,1,0
3,127.41,7,382.23,4,4,2025,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,127.41000000000001,0.42857142857142855,0,0
5,287.13,10,1435.65,12,4,2023,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,287.13,0.5,1,0
1,427.06,1,427.06,9,3,2023,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,427.06,1,0,0
5,53.93,7,269.65,9,2,2024,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,53.92999999999999,0.7142857142857143,0,0
5,423.93,5,2119.65,1,6,2024,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,423.93,1,1,1
4,160.22,9,640.88,9,5,2024,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,160.22,0.4444444444444444,0,1
1,538.68,6,538.68,4,2,2025,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,538.68,0.16666666666666666,0,0
5,337.38,5,1686.9,4,6,2023,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,337.38,1,1,1
1,620.21,1,620.21,11,6,2024,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,620.21,1,0,1
2,99.1,6,198.2,3,3,2023,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,99.1,0.3333333333333333,0,0
4,451.97,7,1807.88,1,6,2025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,451.97,0.5714285714285714,1,1
4,66.1,9,264.4,12,6,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,66.1,0.4444444444444444,0,1
4,547.32,8,2189.28,8,6,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,547.32,0.5,1,1
3,412.53,6,1237.59,1,2,2025,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,412.53,0.5,1,0
5,84.13,9,420.65,6,2,2023,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,84.13,0.5555555555555556,0,0
2,518.23,5,1036.46,1,3,2024,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,518.23,0.4,1,0
2,39.51,5,79.02,6,2,2024,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,39.51,0.4,0,0
5,133.01,10,665.05,4,4,2025,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,133.01,0.5,0,0
1,118.8,6,118.8,10,6,2023,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,118.8,0.16666666666666666,0,1
2,139.57,4,279.14,5,6,2025,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,139.57,0.5,0,1
1,184.15,5,184.15,4,6,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,184.15,0.2,0,1
2,644.05,5,1288.1,7,1,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,644.05,0.4,1,0
5,55.41,5,277.05,10,1,2023,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,55.410000000000004,1,0,0
1,310.93,3,310.93,1,2,2023,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,310.93,0.3333333333333333,0,0
2,216.66,6,433.32,4,2,2024,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,216.66,0.3333333333333333,0,0
1,452.7,5,452.7,11,4,2024,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,452.7,0.2,0,0
2,288.21,5,576.42,10,6,2023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,288.21,0.4,0,1
4,206.6,6,826.4,6,0,2023,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,206.6,0.6666666666666666,1,0
4,685.2,6,2740.8,7,5,2024,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,685.2,0.6666666666666666,1,1
5,22.94,10,114.7,4,2,2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.94,0.5,0,0
2,301.88,5,603.76,3,3,2023,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,301.88,0.4,0,0
5,57.45,10,287.25,3,6,2025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,57.45,0.5,0,1
1,161.24,3,161.24,12,2,2024,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,161.24,0.3333333333333333,0,0
4,262.58,8,1050.32,11,1,2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,262.58,0.5,1,0
4,515.19,9,2060.76,12,3,2024,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,515.19,0.4444444444444444,1,0
1,450.07,6,450.07,6,2,2023,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,450.07,0.16666666666666666,0,0
1,52.54,6,52.54,10,6,2024,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,52.54,0.16666666666666666,0,1
2,424.32,6,848.64,9,0,2023,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,424.32,0.3333333333333333,1,0
3,631.64,3,1894.92,8,5,2023,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,631.64,1,1,1
5,327.68,6,1638.4,10,6,2023,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,327.68,0.8333333333333334,1,1
1,414.47,3,414.47,5,5,2023,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,414.47,0.3333333333333333,0,1
4,221.33,5,885.32,2,5,2023,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,221.33,0.8,1,1
1,512.39,2,512.39,4,3,2024,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,512.39,0.5,0,0
3,459.34,3,1378.02,1,4,2025,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,459.34,1,1,0
1,146.32,4,146.32,9,6,2024,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,146.32,0.25,0,1
4,83.6,4,334.4,11,1,2024,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,83.6,1,0,0
2,328.54,6,657.08,12,2,2023,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,328.54,0.3333333333333333,0,0
5,314.94,8,1574.7,5,0,2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,314.94,0.625,1,0
2,69.64,6,139.28,5,1,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,69.64,0.3333333333333333,0,0
1,135.17,6,135.17,6,5,2024,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,135.17,0.16666666666666666,0,1
1,487.21,3,487.21,3,5,2024,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,487.21,0.3333333333333333,0,1
5,509.58,6,2547.9,10,2,2023,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,509.58000000000004,0.8333333333333334,1,0
2,416.81,2,833.62,4,6,2024,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,416.81,1,1,1
2,160,4,320,9,0,2023,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,160,0.5,0,0
3,253.05,3,759.1500000000001,8,0,2024,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,253.05000000000004,1,0,0
5,615.1,10,3075.5,1,0,2024,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,615.1,0.5,1,0
1,183.18,6,183.18,4,5,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,183.18,0.16666666666666666,0,1
1,75.78,5,75.78,7,6,2023,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,75.78,0.2,0,1
1,675.57,1,675.57,5,4,2025,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,675.57,1,0,0
1,109.29,5,109.29,11,2,2024,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,109.29,0.2,0,0
1,639.83,2,639.83,3,1,2024,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,639.83,0.5,0,0
5,62.81,9,314.05,6,0,2023,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,62.81,0.5555555555555556,0,0
4,615.83,4,2463.32,5,6,2025,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,615.83,1,1,1
4,510.58,7,2042.32,7,1,2024,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,510.58,0.5714285714285714,1,0
1,334.39,2,334.39,7,2,2024,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,334.39,0.5,0,0
1,144.25,2,144.25,10,6,2024,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,144.25,0.5,0,1
1,401.82,5,401.82,6,5,2024,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,401.82,0.2,0,1
1,252.68,1,252.68,3,0,2025,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,252.68,1,0,0
5,662.78,9,3313.9,5,4,2023,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,662.78,0.5555555555555556,1,0
4,434.42,6,1737.68,3,1,2023,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,434.42,0.6666666666666666,1,0
5,513.49,8,2567.45,2,0,2024,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,513.49,0.625,1,0
1,432.47,4,432.47,7,1,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,432.47,0.25,0,0
1,45.94,2,45.94,8,4,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.94,0.5,0,0
1,418.36,5,418.36,6,5,2025,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,418.36,0.2,0,1
5,676.98,5,3330.4075,11,6,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,666.0815,1,1,1
4,263.62,5,1054.48,9,4,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,263.62,0.8,1,0
5,551.27,7,2756.35,4,5,2025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,551.27,0.7142857142857143,1,1
3,508.12,8,1524.36,1,4,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,508.11999999999995,0.375,1,0
2,14.93,4,29.86,2,1,2025,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,14.93,0.5,0,0
3,229.34,6,688.02,11,2,2023,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,229.34,0.5,0,0
2,438.62,3,877.24,4,5,2025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,438.62,0.6666666666666666,1,1
2,513.59,4,1027.18,1,0,2024,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,513.59,0.5,1,0
2,253.74,5,507.48,3,2,2025,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,253.74,0.4,0,0
3,62.77,6,188.31,11,4,2024,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,62.77,0.5,0,0
4,25.29,8,101.16,2,5,2023,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,25.29,0.5,0,1
1,335.1,6,335.1,6,4,2023,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,335.1,0.16666666666666666,0,0
4,484.85,5,1939.4,4,6,2023,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,484.85,0.8,1,1
3,381.41,6,1144.23,3,6,2025,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,381.41,0.5,1,1
5,347.92,6,1739.6,1,2,2023,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,347.91999999999996,0.8333333333333334,1,0
4,15.01,6,60.04,5,2,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15.01,0.6666666666666666,0,0
3,404.79,6,1214.37,8,1,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,404.78999999999996,0.5,1,0
4,611.26,5,2445.04,2,4,2023,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,611.26,0.8,1,0
3,346.52,3,1039.56,3,3,2023,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,346.52,1,1,0
1,36.65,1,36.65,12,3,2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,36.65,1,0,0
3,149.34,7,448.02,9,1,2023,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,149.34,0.42857142857142855,0,0
5,467.81,10,2339.05,7,0,2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,467.81000000000006,0.5,1,0
5,420.7,5,2103.5,1,3,2023,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,420.7,1,1,0
5,606.52,6,3032.6,10,2,2023,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,606.52,0.8333333333333334,1,0
1,420.26,4,420.26,1,1,2025,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,420.26,0.25,0,0
3,505.79,3,1517.37,7,2,2023,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,505.78999999999996,1,1,0
4,493.73,6,1974.92,6,3,2025,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,493.73,0.6666666666666666,1,0
3,201.21,3,603.63,3,4,2025,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,201.21,1,0,0
3,112.29,6,336.87,10,3,2024,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,112.29,0.5,0,0
4,132.56,8,530.24,7,2,2023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,132.56,0.5,0,0
3,539.46,4,1618.38,4,3,2023,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,539.46,0.75,1,0
5,508.59,8,2542.95,4,6,2024,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,508.59,0.625,1,1
4,203.46,7,813.84,2,6,2024,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,203.46,0.5714285714285714,0,1
3,565.25,7,1695.75,5,5,2023,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,565.25,0.42857142857142855,1,1
3,136.84,4,410.52,8,3,2023,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,136.84,0.75,0,0
2,464.5,2,929,6,2,2025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,464.5,1,1,0
2,434.97,7,869.94,6,6,2023,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,434.97,0.2857142857142857,1,1
2,43.67,4,87.34,7,1,2023,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,43.67,0.5,0,0
1,171.59,5,171.59,7,2,2023,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,171.59,0.2,0,0
1,558.27,1,558.27,5,2,2025,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,558.27,1,0,0
2,425.03,2,850.06,2,2,2023,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,425.03,1,1,0
1,376.76,5,376.76,12,0,2024,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,376.76,0.2,0,0
5,575.24,7,2876.2,3,4,2024,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,575.24,0.7142857142857143,1,0
3,568.02,3,1704.06,9,4,2024,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,568.02,1,1,0
3,94.88,8,284.64,2,6,2025,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,94.88,0.375,0,1
3,304.15,3,912.4499999999999,4,6,2023,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,304.15,1,1,1
3,553.52,4,1660.56,3,1,2023,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,553.52,0.75,1,0
3,166.99,8,500.97,4,6,2024,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,166.99,0.375,0,1
4,198.35,7,793.4,4,1,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,198.35,0.5714285714285714,0,0
4,403.58,9,1614.32,6,4,2025,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,403.58,0.4444444444444444,1,0
4,464.29,5,1857.16,5,5,2025,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,464.29,0.8,1,1
3,635.98,5,1907.94,3,4,2023,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,635.98,0.6,1,0
1,528.06,2,528.06,2,6,2024,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,528.06,0.5,0,1
1,515.32,1,515.32,4,5,2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,515.32,1,0,1
4,657.79,6,2631.16,2,1,2025,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,657.79,0.6666666666666666,1,0
1,153,4,153,10,2,2023,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,153,0.25,0,0
1,668.48,1,668.48,12,6,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,668.48,1,0,1
2,46.5,7,93,2,3,2024,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,46.5,0.2857142857142857,0,0
5,653.47,10,3267.35,8,0,2024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,653.47,0.5,1,0
1,628.89,2,628.89,2,2,2025,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,628.89,0.5,0,0
2,675.1,4,1350.2,4,6,2024,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,675.1,0.5,1,1
4,89.41,9,357.64,7,3,2024,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,89.41,0.4444444444444444,0,0
5,320.01,6,1600.05,7,1,2024,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,320.01,0.8333333333333334,1,0
2,41,7,82,5,5,2025,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,41,0.2857142857142857,0,1
1,565.85,1,565.85,3,6,2023,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,565.85,1,0,1
3,648.59,4,1945.77,6,3,2024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,648.59,0.75,1,0
3,68.12,3,204.36,7,2,2024,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68.12,1,0,0
1,616.1,6,616.1,6,6,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,616.1,0.16666666666666666,0,1
3,247.47,4,742.41,3,6,2025,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,247.47,0.75,0,1
